"상태","업체명","식별번호","규격","2026-01-02","변동액","계약종료일"
"NEW","주식회사 대우루컴즈","24503141","액정모니터, (주문자상표부착)대우루컴즈, (CN)L27BTDHPM-MS, 68.6cm","390000","0","2026.07.31"
"NEW","(주)유투","24866433","액정모니터, 유투, (CN)UTO-2701/Q, 68.5cm","390000","0","2026.07.31"
"NEW","주식회사 트리엠","25225681","액정모니터, (주문자상표부착)트리엠, (CN)TRM-27QPS, 68.58cm","390000","0","2026.07.31"
"NEW","주식회사 에이치케이시스템","25179791","액정모니터, (주문자상표부착)에이치케이시스템, (CN)HK27QHVPV, 68.6cm","390000","0","2026.03.09"
"NEW","주식회사 삼보컴퓨터","24321532","액정모니터, 삼보컴퓨터, (CN)6840QP, 68.6cm","390000","0","2026.07.31"
"NEW","주식회사 에이텍컴퓨터","25113833","액정모니터, 에이텍컴퓨터, (CN)AM27LQS, 68.4cm","390000","0","2026.07.31"
"NEW","엘지전자 주식회사","25864151","액정모니터, 엘지전자, (CN)32UR550K, 80cm","399000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","25725015","액정모니터, 알파스캔디스플레이, (CN)Q27G4F, 68.5cm","399000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24719565","액정모니터, 알파스캔디스플레이, (CN)Q27G9S, 68.5cm","399000","0","2026.07.31"
"NEW","삼성전자 주식회사","25480314","액정모니터, 삼성전자, (VN)LS32D706EAKXKR, 80cm","399000","0","2026.07.31"
"NEW","(주)레드스톤시스템","24917918","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-240HSV, 60.5cm","400000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302721","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB24SKVMFWM, 60.5cm","400000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302719","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB24DKVMFW, 60.5cm","400000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24946871","액정모니터, 알파스캔디스플레이, (CN)Q32V3S/WS PIVOT, 80.1cm","409000","0","2026.07.31"
"NEW","엘지전자 주식회사","25943458","액정모니터, 엘지전자, (CN)34U511A, 86.36cm","415000","0","2026.07.31"
"NEW","삼성전자 주식회사","25480315","액정모니터, 삼성전자, (VN)LS32D806EAKXKR, 80cm","418000","0","2026.07.31"
"NEW","(주)레드스톤시스템","23646940","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-240KVMV, 60.5cm","420000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302720","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB24DKVMFWM, 60.5cm","430000","0","2026.07.31"
"NEW","위메이드 보호작업장","25642052","액정모니터, 위메이드 보호작업장, Wemade 32W, 80cm","430000","0","2026.07.31"
"NEW","오렌지보호작업장","25632272","액정모니터, 오렌지보호작업장, Orange 32A, 80cm","440000","0","2026.07.31"
"NEW","(주)레드스톤시스템","24917925","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-270HS, 68.6cm","440000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302725","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB27SKVMFW, 68.6cm","440000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24735895","액정모니터, 알파스캔디스플레이, (CN)Q27V5CE, 68.5cm","449000","0","2026.07.31"
"NEW","주식회사 티원엘에스","24974698","액정모니터, (주문자상표부착)티원엘에스, (CN)T1M-U270DP, 68.6cm","450000","0","2026.07.31"
"NEW","(주)레드스톤시스템","25633940","액정모니터, 레드스톤시스템, RDS-320HU, 80cm","450000","0","2026.07.31"
"NEW","주식회사 테트라","24628086","액정모니터, CTX, (CN)TQ35U, 88.9cm","450000","0","2026.07.31"
"NEW","오렌지보호작업장","25632273","액정모니터, 오렌지보호작업장, Orange 32AIO, 80cm","460000","0","2026.07.31"
"NEW","(주)레드스톤시스템","23903195","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-270KVM, 68.6cm","460000","0","2026.07.31"
"NEW","삼성전자 주식회사","25841520","액정모니터, 삼성전자, (VN)LS37D702EAKXKR, 92.7cm","460000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302724","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB27DKVMFW, 68.6cm","460000","0","2026.07.31"
"NEW","(주)레드스톤시스템","24917926","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-270HSV, 68.6cm","470000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302722","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB27SKVMFWM, 68.6cm","470000","0","2026.07.31"
"NEW","위메이드 보호작업장","25642053","액정모니터, 위메이드 보호작업장, Wemade 34W, 86.36cm","470000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24719566","액정모니터, 알파스캔디스플레이, (CN)CQ32G2E, 80cm","479000","0","2026.07.31"
"NEW","오렌지보호작업장","25632274","액정모니터, 오렌지보호작업장, Orange 34AP, 86.36cm","480000","0","2026.07.31"
"NEW","(주)레드스톤시스템","25633939","액정모니터, 레드스톤시스템, RDS-340HUV, 86.36cm","480000","0","2026.07.31"
"NEW","주식회사 성주컴텍","25302723","액정모니터, (주문자상표부착)성주컴텍, (CN)SJ-GB27DKVMFWM, 68.6cm","490000","0","2026.07.31"
"NEW","삼성전자 주식회사","25841521","액정모니터, 삼성전자, (VN)LS37D802EAKXKR, 92.7cm","490000","0","2026.07.31"
"NEW","(주)레드스톤시스템","23903196","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-270KVMV, 68.6cm","490000","0","2026.07.31"
"NEW","(주)컴트리","23500759","액정모니터, 컴트리, CT2401HEA-TOUCH, 61cm","500000","0","2026.07.31"
"NEW","주식회사 티원엘에스","24955184","액정모니터, 티원엘에스, T1M-A240D-TOUCH, 61cm","500000","0","2026.07.31"
"NEW","(주)레드스톤시스템","24735886","액정모니터, (주문자상표부착)레드스톤시스템, (CN)RDS-240NT, 60.5cm","500000","0","2026.07.31"
"NEW","(주)컴트리","24825022","액정모니터, 컴트리, CTE2405G-FLAT, 60.5cm","510000","0","2026.07.31"
"NEW","(주)컴트리","24513308","액정모니터, 컴트리, CT2401HEP-TOUCH, 61cm","530000","0","2026.07.31"
"NEW","주식회사 티원엘에스","24955183","액정모니터, 티원엘에스, T1M-A240PD-TOUCH, 61cm","530000","0","2026.07.31"
"NEW","(주)컴트리","24825023","액정모니터, 컴트리, CTE2405G-FLPT, 60.5cm","540000","0","2026.07.31"
"NEW","(주)컴트리","25902671","액정모니터, 컴트리, (CN)CTM-341-DB-001, 86.4cm","548000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","25725013","액정모니터, 알파스캔디스플레이, (CN)U27B3CF, 68.5cm","550000","0","2026.07.31"
"NEW","주식회사 티원엘에스","24955182","액정모니터, 티원엘에스, T1M-A270D-TOUCH, 68.6cm","580000","0","2026.07.31"
"NEW","(주)컴트리","24825025","액정모니터, 컴트리, CTE2705G-FLAT, 68.6cm","590000","0","2026.07.31"
"NEW","주식회사 대우루컴즈","24847139","액정모니터, (주문자상표부착)대우루컴즈, (CN)L341XHPM-MS, 86.4cm","600000","0","2026.07.31"
"NEW","(주)컴트리","24825021","액정모니터, 컴트리, CTE2405G-ELPT, 60.5cm","605000","0","2026.07.31"
"NEW","주식회사 티원엘에스","24955181","액정모니터, 티원엘에스, T1M-A270PD-TOUCH, 68.6cm","610000","0","2026.07.31"
"NEW","(주)컴트리","24825026","액정모니터, 컴트리, CTE2705G-FLPT, 68.6cm","620000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24719567","액정모니터, 알파스캔디스플레이, (CN)U34P2C, 86.7cm","649000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24735897","액정모니터, 알파스캔디스플레이, (CN)U32P2C, 80cm","650000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","24719568","액정모니터, 알파스캔디스플레이, (CN)CU34G3S, 86.4cm","669000","0","2026.07.31"
"NEW","주식회사 대우루컴즈","25613510","액정모니터, (주문자상표부착)대우루컴즈, (CN)L342AHKM-MS, 86.4cm","680000","0","2026.07.31"
"NEW","(주)컴트리","24825024","액정모니터, 컴트리, CTE2705G-ELPT, 68.6cm","690000","0","2026.07.31"
"NEW","(주)알파스캔디스플레이","25319729","액정모니터, Philips, (CN)438P1, 108cm","759000","0","2026.07.31"
"NEW","(주)한성컴퓨터","25641172","액정모니터, (주문자상표부착)한성컴퓨터, (CN)HCM-4300, 111cm","830000","0","2026.07.31"
"NEW","삼성전자 주식회사","25839407","액정모니터, 삼성전자, (VN)LS49FG910EKXKR, 123.8cm","1000000","0","2026.07.31"
"NEW","(주)한성컴퓨터","25641171","액정모니터, (주문자상표부착)한성컴퓨터, (CN)HCM-4900, 123.9cm","1010000","0","2026.07.31"
