상태,업체명,식별번호,규격,2025-12-17,2025-12-31,2026-01-29,2026-02-26,2026-03-25,2026-04-26,변동액,계약종료일
SAME,주식회사 테트라,23732215,"검색결과2,299건판매량순낮은가격순평점순최신등록순납품사례많은순",376700,376700,383100,383100,397100,397100,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158944,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N3801, Intel Core i3 10100(3.6GHz)",508000,376700,544000,544000,575000,575000,0,2026.04.29
SAME,주식회사 서버앤컴퓨터,24589668,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-N3812, Intel Core i3 12100(3.3GHz)",545000,508000,698600,698600,817400,817400,0,2026.04.29
SAME,주식회사 서버앤컴퓨터,24158946,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N3802, Intel Core i3 10100(3.6GHz)",546000,545800,605000,605000,698000,698000,0,2026.04.29
SAME,주식회사 서버앤컴퓨터,24158947,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N3811, Intel Core i3 10100(3.6GHz)",574000,550710,652600,652600,700000,700000,0,2026.04.29
SAME,주식회사 서버앤컴퓨터,24589669,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-N3815, Intel Core i3 12100(3.3GHz)",600000,574000,799600,799600,964400,964400,0,2026.04.29
SAME,주식회사 기린,24481644,"데스크톱컴퓨터, 기린, KR161-S2108200, Intel Core i3 12100(3.3GHz)",607000,600000,754000,892600,892600,892600,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158948,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N3812, Intel Core i3 10100(3.6GHz)",612000,607000,713600,713600,823000,823000,0,2026.04.29
SAME,주식회사 스마트인디지털,24502767,"데스크톱컴퓨터, 스마트인디지털, DLM3-HGBSNT, Intel Core i3 12100(3.3GHz)",613100,612000,731000,731000,843900,843900,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158950,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N5802, Intel Core i5 10500(3.1GHz)",616000,613100,675000,675000,768000,768000,0,2026.04.29
SAME,주식회사 아이티에스,24814296,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G3A21, Intel Core i3 12100(3.3GHz)",619000,619000,780000,780000,900000,900000,0,2028.02.12
SAME,주식회사 아이티에스,24814323,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G3A21, Intel Core i3 12100(3.3GHz)",619000,616000,780000,780000,900000,900000,0,2028.02.12
SAME,주식회사 스마트인디지털,24499220,"데스크톱컴퓨터, 스마트인디지털, DLS3-HGESNT, Intel Core i3 12100(3.3GHz)",637600,622200,782100,782100,912000,912000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487387,"데스크톱컴퓨터, 위더스컴퓨터, H6S-10N28, Intel Core i3 12100(3.3GHz)",644000,637600,776000,776000,922000,922000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487390,"데스크톱컴퓨터, 위더스컴퓨터, H6T-10N28, Intel Core i3 12100(3.3GHz)",644000,644000,776000,776000,922000,922000,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158952,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N5811, Intel Core i5 10500(3.1GHz)",644000,644000,722600,722600,770000,770000,0,2026.04.29
SAME,주식회사 서버앤컴퓨터,24589640,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-T3812, Intel Core i3 12100(3.3GHz)",645000,644000,798600,798600,917400,917400,0,2026.04.29
SAME,주식회사 기린,24481635,"데스크톱컴퓨터, 기린, KR161-T2108200, Intel Core i3 12100(3.3GHz)",647000,645000,794000,932600,932600,932600,0,2029.09.30
SAME,주식회사 아이티에스,24814327,"데스크톱컴퓨터, 아이티에스, ITS-DT23H-VA11, Intel Core i3 12100(3.3GHz)",649000,647000,940000,940000,1100000,1100000,0,2028.02.12
SAME,주식회사 아이티에스,24814293,"데스크톱컴퓨터, 아이티에스, ITS-DS23H-VA11, Intel Core i3 12100(3.3GHz)",649000,649000,940000,940000,1100000,1100000,0,2028.02.12
SAME,주식회사 아이티에스,24814320,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G4B20, Intel Core i5 12400(2.5GHz)",654000,649000,934000,934000,1074000,1074000,0,2028.02.12
SAME,(주)컴트리,24483654,"데스크톱컴퓨터, 컴트리, CSG-C1A8JB0, Intel Core i3 12100(3.3GHz)",658090,654000,787890,,,,0,2029.09.30
SAME,주식회사 스마트인디지털,24502771,"데스크톱컴퓨터, 스마트인디지털, DLM3-PGBSNT, Intel Core i3 12100(3.3GHz)",660100,658090,894200,894200,1041000,1041000,0,2029.09.30
SAME,주식회사 성주컴텍,25776557,"데스크톱컴퓨터, 성주컴텍, TD210-GRY550S1M, AMD/Ryzen5 5500GT(3.6GHz)",669500,660100,833800,,982400,982400,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487389,"데스크톱컴퓨터, 위더스컴퓨터, H6S-10N58, Intel Core i3 12100(3.3GHz)",673000,673000,815000,815000,966000,966000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487392,"데스크톱컴퓨터, 위더스컴퓨터, H6T-10N58, Intel Core i3 12100(3.3GHz)",673000,669500,815000,815000,966000,966000,0,2029.09.30
SAME,주식회사 아이티에스,24814321,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G4B50, Intel Core i5 12400(2.5GHz)",674000,673000,974000,974000,1124000,1124000,0,2028.02.12
SAME,주식회사 아이티에스,24814334,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G4B50, Intel Core i5 12400(2.5GHz)",674000,674000,974000,974000,1124000,1124000,0,2028.02.12
SAME,주식회사 아이티에스,24814294,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G4A21, Intel Core i5 12400(2.5GHz)",679000,679000,854000,854000,974000,974000,0,2028.02.12
SAME,주식회사 아이티에스,24814328,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G4A21, Intel Core i5 12400(2.5GHz)",679000,674000,854000,854000,974000,974000,0,2028.02.12
SAME,위더스컴퓨터 주식회사,24489401,"데스크톱컴퓨터, 위더스컴퓨터, A5S-56N2H18, AMD RYGEN5 5600G(3.9GHz)",679310,679000,770000,770000,926000,926000,0,2029.09.30
SAME,주식회사 에이치케이시스템,25769851,"데스크톱컴퓨터, 에이치케이시스템, HMAB-N6WC0PC, AMD Ryzen5 5500GT(3.6GHz)",681100,681100,809000,809000,942100,942100,0,2029.09.30
SAME,주식회사 에이치케이시스템,25770788,"데스크톱컴퓨터, 에이치케이시스템, HSAB-N6WA0PB, AMD Ryzen5 5500GT(3.6GHz)",681100,679310,809000,809000,942100,942100,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158951,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N5812, Intel Core i5 10500(3.1GHz)",682000,681100,783600,783600,893000,893000,0,2026.04.29
SAME,주식회사 기린,24481643,"데스크톱컴퓨터, 기린, KR161-S2108210, Intel Core i3 12100(3.3GHz)",682500,682000,885500,1095700,1095700,1095700,0,2029.09.30
SAME,(주)유투,25000870,"데스크톱컴퓨터, 유투, AT5C2-510, AMD Ryzen 5 5600G(3.9GHz)",683500,682500,970800,970800,1193800,1193800,0,2029.09.30
SAME,사단법인 나너우리,24594818,"데스크톱컴퓨터, 나너우리, IYU-M23I7, Intel Core i3 12100(3.3GHz)",684000,684000,794000,908000,908000,908000,0,2029.09.30
SAME,사단법인 나너우리,24594850,"데스크톱컴퓨터, 나너우리, IYU-S23I7, Intel Core i3 12100(3.3GHz)",684000,683500,794000,908000,908000,908000,0,2029.09.30
SAME,주식회사 스마트인디지털,24499224,"데스크톱컴퓨터, 스마트인디지털, DLS3-PGESNT, Intel Core i3 12100(3.3GHz)",684600,684000,945300,945300,1109100,1109100,0,2029.09.30
SAME,주식회사 아이티에스,25155323,"데스크톱컴퓨터, 아이티에스, ITS-DT13-G3A50, Intel Core i3 13100(3.4GHz)",691000,684600,851000,851000,961000,961000,0,2028.02.12
SAME,주식회사 기린,25308414,"데스크톱컴퓨터, 기린, KR161-S3108300, Intel Core i3-13100(3.0GHz)",691200,691000,,1033100,1033100,1033100,0,2029.09.30
SAME,(주)컴트리,25797487,"데스크톱컴퓨터, 컴트리, CN4-E11-H0002, Intel Core i3 14100(3.5GHz)",691800,691200,764400,,,,0,2029.09.30
SAME,(주)컴트리,24483637,"데스크톱컴퓨터, 컴트리, CSG-C5D1LB0, Intel Core i5 12500(3.0GHz)",692400,691800,907100,,,,0,2029.09.30
SAME,주식회사 성주컴텍,25776522,"데스크톱컴퓨터, 성주컴텍, SD110-GRY550S1M, AMD/Ryzen5 5500GT(3.6GHz)",696500,692400,860800,,1009400,1009400,0,2029.09.30
SAME,주식회사 인텍,25319740,"데스크톱컴퓨터, 인텍, IT176-S3416300, Intel Core i5-13400(2.5GHz)",698300,,,,,,0,2029.03.14
SAME,주식회사 서버앤컴퓨터,24589641,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-T3815, Intel Core i3 12100(3.3GHz)",700000,696500,899600,899600,1064400,1064400,0,2026.04.29
SAME,주식회사 테트라,24890376,"데스크톱컴퓨터, 테트라, T-MDT315S8, Intel Core i3 13100(3.4GHz)",703600,700000,,,,,0,2029.09.30
SAME,(주)컴트리,25797488,"데스크톱컴퓨터, 컴트리, CN4-E41-H0001, Intel Core i3 14100(3.5GHz)",708800,703600,789900,,,,0,2029.09.30
SAME,주식회사 아이티에스,24814291,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G4B21, Intel Core i5 12400(2.5GHz)",709000,708800,1014000,1014000,1174000,1174000,0,2028.02.12
SAME,주식회사 아이티에스,24814333,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G4B21, Intel Core i5 12400(2.5GHz)",709000,709000,1014000,1014000,1174000,1174000,0,2028.02.12
SAME,주식회사 인텍,25319766,"데스크톱컴퓨터, 인텍, IT176-T3416300, Intel Core i5 13400(2.5GHz)",713800,709000,,,,,0,2029.03.14
SAME,위더스컴퓨터 주식회사,24489402,"데스크톱컴퓨터, 위더스컴퓨터, A5S-56N2H116, AMD RYGEN5 5600G(3.9GHz)",714000,714000,835000,835000,1017000,1017000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24489404,"데스크톱컴퓨터, 위더스컴퓨터, A5T-56N2H116, AMD RYGEN5 5600G(3.9GHz)",714000,713800,835000,835000,1017000,1017000,0,2029.09.30
SAME,주식회사 비엔피,25031909,"데스크톱컴퓨터, 비엔피, B3S-3T8S2H1, Intel Core i3 13100(3.4GHz)",716300,716200,841300,992300,992300,992300,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180433,"데스크톱컴퓨터, 에이치케이시스템, HSAC-RMXC0PB, AMD Ryzen5 PRO 7645(3.8GHz)",719700,716300,970400,970400,1149000,1149000,0,2029.09.30
SAME,주식회사 테트라,25088304,"데스크톱컴퓨터, 테트라, T-DS315S16-P4VNO, Intel Core i3 13100(3.4GHz)",720100,719700,,,,,0,2029.09.30
SAME,주식회사 기린,24481826,"데스크톱컴퓨터, 기린, KR161-T2108210, Intel Core i3 12100(3.3GHz)",722500,720100,925500,1135700,1135700,1135700,0,2029.09.30
SAME,주식회사 서버앤컴퓨터,24158953,"데스크톱컴퓨터, 서버앤컴퓨터, DECA-N5815, Intel Core i5 10500(3.1GHz)",724000,722500,840000,840000,967000,967000,0,2026.04.29
SAME,위더스컴퓨터 주식회사,24487388,"데스크톱컴퓨터, 위더스컴퓨터, H6S-10N2H18, Intel Core i3 12100(3.3GHz)",725000,724000,877000,877000,1053000,1053000,0,2029.09.30
SAME,주식회사 삼보컴퓨터,25248766,"데스크톱컴퓨터, 삼보컴퓨터, DG481-GB31-008, Intel Core i3 13100(3.4GHz)",726000,725000,867000,,,,0,2029.09.30
SAME,주식회사 아이티에스,25155328,"데스크톱컴퓨터, 아이티에스, ITS-DS13-G3A21, Intel Core i3 13100(3.4GHz)",726000,726000,891000,891000,1011000,1011000,0,2028.02.12
SAME,주식회사 아이티에스,25155336,"데스크톱컴퓨터, 아이티에스, ITS-DT13-G3A21, Intel Core i3 13100(3.4GHz)",726000,726000,891000,891000,1011000,1011000,0,2028.02.12
SAME,주식회사 아이티에스,24814297,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G4B51, Intel Core i5 12400(2.5GHz)",729000,729000,1054000,1054000,1224000,1224000,0,2028.02.12
SAME,주식회사 아이티에스,24814335,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G4B51, Intel Core i5 12400(2.5GHz)",729000,726000,1054000,1054000,1224000,1224000,0,2028.02.12
SAME,주식회사 에이치케이시스템,25770789,"데스크톱컴퓨터, 에이치케이시스템, HSAB-N6WA1PB, AMD Ryzen5 5500GT(3.6GHz)",729600,729600,888800,888800,1034500,1034500,0,2029.09.30
SAME,주식회사 에이치케이시스템,25769852,"데스크톱컴퓨터, 에이치케이시스템, HMAB-N6WA1PC, AMD Ryzen5 5500GT(3.6GHz)",729600,729000,888800,888800,1034500,1034500,0,2029.09.30
SAME,주식회사 컴피그,25593574,"데스크톱컴퓨터, 컴피그, CMI-3A1M0, Intel Core i3 14100(3.5GHz)",731420,729600,856820,856820,1046520,1046520,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180372,"데스크톱컴퓨터, 에이치케이시스템, HMAC-RMXC0PC, AMD Ryzen5 PRO 7645(3.8GHz)",736700,731420,987400,987400,1166000,1166000,0,2029.09.30
SAME,(주)컴트리,25797471,"데스크톱컴퓨터, 컴트리, CS4-E11-B0002, Intel Core i3 14100(3.5GHz)",737100,736700,967800,,,,0,2029.09.30
SAME,주식회사 리퓨터,25012709,"데스크톱컴퓨터, 리퓨터, X3338S2N, Intel Core i3 13100(3.4GHz)",741800,741800,886900,886900,1017700,,0,2029.09.30
SAME,주식회사 리퓨터,25012722,"데스크톱컴퓨터, 리퓨터, H4338S2N, Intel Core i3 13100(3.4GHz)",741800,737900,886900,886900,1017700,1017700,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180448,"데스크톱컴퓨터, 에이치케이시스템, HSAC-RPXC0PB, AMD Ryzen7 PRO 7745(3.8GHz)",744500,741800,973000,973000,1116600,1116600,0,2029.09.30
SAME,(주)컴트리,24483638,"검색결과1,668건판매량순낮은가격순평점순최신등록순납품사례많은순",751600,744500,980000,,,,0,2029.09.30
SAME,주식회사 비엔피,24663393,"데스크톱컴퓨터, 비엔피, B3S-2T8S2H1, Intel Core i3 12100(3.3GHz)",753300,751600,929300,1113300,1113300,1113300,0,2029.09.30
SAME,주식회사 컴피그,25593573,"데스크톱컴퓨터, 컴피그, CSI-3A1M0, Intel Core i3 14100(3.5GHz)",753420,753300,878820,878820,1068520,1068520,0,2029.09.30
SAME,주식회사 메이커스테크놀로지,25708420,"데스크톱컴퓨터, 메이커스테크놀로지, D12502H016, Intel Core i5 12500(2.1GHz)",754900,753420,969200,1148300,1148300,1148300,0,2029.09.30
SAME,주식회사 아이티에스,25155339,"데스크톱컴퓨터, 아이티에스, ITS-DT13-G3B21, Intel Core i3 13100(3.4GHz)",756000,754900,1051000,1051000,1211000,1211000,0,2028.02.12
SAME,주식회사 아이티에스,25155329,"데스크톱컴퓨터, 아이티에스, ITS-DS13-G3B21, Intel Core i3 13100(3.4GHz)",756000,756000,1051000,1051000,1211000,1211000,0,2028.02.12
SAME,주식회사 비엔피,25031908,"데스크톱컴퓨터, 비엔피, B3S-3T8S5H1, Intel Core i3 13100(3.4GHz)",756300,756000,895300,1063300,1063300,1063300,0,2029.09.30
SAME,주식회사 리퓨터,25527980,"데스크톱컴퓨터, 리퓨터, H4438S2N, Intel Core i3 14100(3.5GHz)",761000,756300,906300,906300,1137100,,0,2029.09.30
SAME,주식회사 리퓨터,25527967,"데스크톱컴퓨터, 리퓨터, X3438S2N, Intel Core i3 14100(3.5GHz)",761000,761000,906300,906300,1137100,,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180378,"데스크톱컴퓨터, 에이치케이시스템, HMAC-RPXC0PC, AMD Ryzen7 PRO 7745(3.8GHz)",761500,761000,990000,990000,1133600,1133600,0,2029.09.30
SAME,(주)컴트리,24611397,"데스크톱컴퓨터, 컴트리, CSG-C5A1JB1, Intel Core i5 12500(3.0GHz)",761700,761500,987400,,,,0,2029.09.30
SAME,주식회사 테트라,25356983,"데스크톱컴퓨터, 테트라, T-MDT415S8, Intel Core i3 14100(3.5GHz)",764300,761700,880200,880200,1047700,1047700,0,2029.09.30
SAME,주식회사 성주컴텍,24949429,"데스크톱컴퓨터, 성주컴텍, TD210-GAL23S1M , Intel Core i5 12400(2.5GHz)",765100,764300,1081000,1270100,1270100,1270100,0,2029.09.30
SAME,주식회사 성주컴텍,25776524,"데스크톱컴퓨터, 성주컴텍, SD110-GRRB10S1M, Intel Core i3 14100(3.5GHz)",769000,765100,980800,1266700,1266700,1266700,0,2029.09.30
SAME,주식회사 트리엠,25204721,"데스크톱컴퓨터, 트리엠, TAR-T76-506, AMD Ryzen5 PRO 7645(3.8GHz)",770200,769000,988100,988100,1228300,1228300,0,2029.06.25
SAME,주식회사 트리엠,25204726,"데스크톱컴퓨터, 트리엠, TAR-S76-506, AMD Ryzen5 PRO 7645(3.8GHz)",770200,770200,988100,988100,1228300,1228300,0,2029.06.25
SAME,위더스컴퓨터 주식회사,24521188,"데스크톱컴퓨터, 위더스컴퓨터, H6T-10N2H116, Intel Core i3 12100(3.3GHz)",771000,770200,1038000,1038000,1247000,1247000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24521184,"데스크톱컴퓨터, 위더스컴퓨터, H6S-10N2H116, Intel Core i3 12100(3.3GHz)",771000,771000,1038000,1038000,1247000,1247000,0,2029.09.30
SAME,주식회사 인텍,25319736,"데스크톱컴퓨터, 인텍, IT176-S3416220, Intel Core i5-13400(2.5GHz)",771300,,,,,,0,2029.03.14
SAME,주식회사 인비전,25738642,"데스크톱컴퓨터, 인비전, IV-S74385, Intel Core i3 14100(3.5GHz)",772000,771000,906200,906200,1125700,1125700,0,2029.09.30
SAME,(주)컴트리,25101169,"데스크톱컴퓨터, 컴트리, CMG-D5H1KB0, Intel Core i5 13500(2.5GHz)",773900,772000,1002100,1002100,1108900,1108900,0,2029.09.30
SAME,(주)컴트리,25101166,"데스크톱컴퓨터, 컴트리, CMG-D5H8KB0, Intel Core i5 13500(2.5GHz)",775900,773900,976100,,,,0,2029.09.30
SAME,주식회사 아이티에스,25155338,"데스크톱컴퓨터, 아이티에스, ITS-DT13-G3B51, Intel Core i3 13100(3.4GHz)",776000,776000,1091000,1091000,1261000,1261000,0,2028.02.12
SAME,주식회사 아이티에스,25155330,"데스크톱컴퓨터, 아이티에스, ITS-DS13-G3B51, Intel Core i3 13100(3.4GHz)",776000,775900,1091000,1091000,1261000,1261000,0,2028.02.12
SAME,주식회사 아이티에스,24814304,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G5B50, Intel Core i5 12500(3.0GHz)",780000,780000,1110000,1110000,1260000,1260000,0,2028.02.12
SAME,주식회사 아이티에스,24814342,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G5B50, Intel Core i5 12500(3.0GHz)",780000,776000,1110000,1110000,1260000,1260000,0,2028.02.12
SAME,주식회사 인텍,25345109,"데스크톱컴퓨터, 인텍, IT176-T3416220, Intel Core i5 13400(2.5GHz)",781300,,,,,,0,2029.03.14
SAME,주식회사 기린,24481688,"데스크톱컴퓨터, 기린, KR161-T2508210, Intel Core i5 12500(3.0GHz)",783300,780000,1002300,1212500,1212500,1212500,0,2029.09.30
SAME,주식회사 아이티에스,24814299,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G5A21, Intel Core i5 12500(3.0GHz)",785000,783300,990000,990000,1110000,1110000,0,2028.02.12
SAME,주식회사 아이티에스,24814337,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G5A21, Intel Core i5 12500(3.0GHz)",785000,785000,990000,990000,1110000,1110000,0,2028.02.12
SAME,(주)컴트리,25797460,"데스크톱컴퓨터, 컴트리, CM4-E11-B0002, Intel Core i3 14100(3.5GHz)",787100,787000,1005900,,,,0,2029.09.30
SAME,(주)레드스톤시스템,25148537,"데스크톱컴퓨터, 레드스톤시스템, CSY-3166HKP, Intel i3 13100(3.4GHz)",788000,787100,984000,1164000,1164000,,0,2029.09.30
SAME,(주)레드스톤시스템,25148507,"데스크톱컴퓨터, 레드스톤시스템, DMY-3166HKP, Intel i3 13100(3.4GHz)",788000,788000,984000,1164000,1164000,,0,2029.09.30
SAME,주식회사 메이커스테크놀로지,25708422,"데스크톱컴퓨터, 메이커스테크놀로지, D12505H016, Intel Core i5 12500(2.1GHz)",788900,788000,1031000,1234100,1234100,1234100,0,2029.09.30
SAME,주식회사 성주컴텍,25776535,"데스크톱컴퓨터, 성주컴텍, TD210-GRRB10S1M, Intel Core i3 14100(3.5GHz)",789000,788900,1000800,1286700,1286700,1286700,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487422,"데스크톱컴퓨터, 위더스컴퓨터, A5S-57N2H116, AMD RYGEN7 5700G(3.8GHz)",791000,791000,920000,920000,1115000,1115000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487424,"데스크톱컴퓨터, 위더스컴퓨터, A5T-57N2H116, AMD RYGEN7 5700G(3.8GHz)",791000,789000,920000,920000,1115000,1115000,0,2029.09.30
SAME,주식회사 성주컴텍,24474032,"데스크톱컴퓨터, 성주컴텍, TD210-GALB21S, Intel Core i5 12500(3.0GHz)",791700,791000,1143300,1332400,1332400,1332400,0,2029.09.30
SAME,주식회사 비엔피,25031883,"검색결과2,299건판매량순낮은가격순평점순최신등록순납품사례많은순",792000,791700,1016000,1256000,1256000,1256000,0,2029.09.30
SAME,(주)컴트리,25101216,"데스크톱컴퓨터, 컴트리, CSG-D5H1JB0, Intel Core i5 13500(2.5GHz)",792600,792000,1051400,,,,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180449,"데스크톱컴퓨터, 에이치케이시스템, HSAC-RPXC1PB, AMD Ryzen7 PRO 7745(3.8GHz)",793000,792600,1052800,1052800,1209000,1209000,0,2029.09.30
SAME,주식회사 비엔피,24663387,"데스크톱컴퓨터, 비엔피, B3S-2T8S5H1, Intel Core i3 12100(3.3GHz)",793300,793000,983300,1184300,1184300,1184300,0,2029.09.30
SAME,(주)컴트리,25101190,"데스크톱컴퓨터, 컴트리, CSG-D5H8JB0, Intel Core i5 13500(2.5GHz)",794600,793300,1025400,,,,0,2029.09.30
SAME,주식회사 삼보컴퓨터,25737585,"데스크톱컴퓨터, 삼보컴퓨터, DT285-B750-001, AMD Ryzen 5 7600(3.8GHz)",800000,794600,,,,,0,2029.09.30
SAME,주식회사 트리엠,25470494,"데스크톱컴퓨터, 트리엠, TX3-CB5-506, Intel Core i5 13500(2.5GHz)",800400,800000,1044200,1044200,1259500,1259500,0,2029.06.25
SAME,주식회사 트리엠,25726679,"데스크톱컴퓨터, 트리엠, TAR-SB76-506, AMD Ryzen5 Pro 7645(3.8GHz)",801700,800400,1031800,1031800,1289200,1289200,0,2029.06.25
SAME,주식회사 기린,25308421,"데스크톱컴퓨터, 기린, KR161-T3116220, Intel Core i3-13100(3.0GHz)",802400,801800,,1273700,1273700,1273700,0,2029.09.30
SAME,주식회사 비엔피,24663390,"데스크톱컴퓨터, 비엔피, B5S-21T8S2H1, Intel Core i5 12400(2.5GHz)",802700,802400,995700,1179700,1179700,1179700,0,2029.09.30
SAME,주식회사 라인피아,25710510,"데스크톱컴퓨터, 라인피아, LP-M512-821M, Intel Core i5 12400(2.5GHz)",804000,802700,946800,946800,1080600,1080600,0,2029.09.30
SAME,주식회사 트리엠,25470501,"데스크톱컴퓨터, 트리엠, TX3-RB5-506, Intel Core i5 13500(2.5GHz)",804400,804000,1048200,1048200,1263500,1263500,0,2029.06.25
SAME,주식회사 트리엠,24914210,"데스크톱컴퓨터, 트리엠, TX3-D4-506, Intel Core i5 13400(2.5GHz)",805100,804400,1049800,,,,0,2029.06.25
SAME,주식회사 트리엠,25726677,"데스크톱컴퓨터, 트리엠, TAR-TB76-506, AMD Ryzen5 Pro 7645(3.8GHz)",805700,805100,1035800,1035800,1293200,1293200,0,2029.06.25
SAME,주식회사 서버앤컴퓨터,24589670,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-N5812, Intel Core i5 12500(3.0GHz)",806000,806000,1027200,1027200,1146000,1146000,0,2026.04.29
SAME,주식회사 에이텍컴퓨터,25569832,"데스크톱컴퓨터, 에이텍컴퓨터, A3SC-4NBDN, Intel Core i5 13400(2.5GHz)",806000,805700,1021000,1021000,1238000,,0,2029.09.30
SAME,주식회사 삼보컴퓨터,25737594,"데스크톱컴퓨터, 삼보컴퓨터, DG485-B771-001, AMD Ryzen 7 PRO 7745(3.8GHz)",809000,806000,,,,,0,2029.09.30
SAME,주식회사 삼보컴퓨터,25737593,"데스크톱컴퓨터, 삼보컴퓨터, DT285-B771-001, AMD Ryzen 7 PRO 7745(3.8GHz)",809000,809000,,,,,0,2029.09.30
SAME,주식회사 에이치케이시스템,25180380,"데스크톱컴퓨터, 에이치케이시스템, HMAC-RPXC1PC, AMD Ryzen7 PRO 7745(3.8GHz)",810000,809000,1069800,1069800,1226000,1226000,0,2029.09.30
SAME,주식회사 라인피아,25710514,"데스크톱컴퓨터, 라인피아, LP-M513-821M, Intel Core i5 13400(2.5GHz)",814000,810000,954400,954400,1088200,1088200,0,2029.09.30
SAME,주식회사 라인피아,25710926,"데스크톱컴퓨터, 라인피아, LP-S513-821S, Intel Core i5 13400(2.5GHz)",814000,814000,954400,954400,1088200,1088200,0,2029.09.30
DOWN,(주)컴트리,25101217,"데스크톱컴퓨터, 컴트리, CSG-D5H1LB0, Intel Core i5 13500(2.5GHz)",814300,814000,1093100,1093100,1220400,1217400,-3000,2029.09.30
SAME,주식회사 테트라,25356976,"데스크톱컴퓨터, 테트라, T-KMDT415S8, Intel Core i3 14100(3.5GHz)",814300,814300,930200,930200,1097700,1097700,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487399,"데스크톱컴퓨터, 위더스컴퓨터, H6T-50N28, Intel Core i5 12500(3.0GHz)",815000,814300,992000,992000,1138000,1138000,0,2029.09.30
SAME,위더스컴퓨터 주식회사,24487393,"데스크톱컴퓨터, 위더스컴퓨터, H6S-50N28, Intel Core i5 12500(3.0GHz)",815000,815000,992000,992000,1138000,1138000,0,2029.09.30
SAME,주식회사 아이티에스,24814303,"데스크톱컴퓨터, 아이티에스, ITS-DS12-G5B21, Intel Core i5 12500(3.0GHz)",815000,815000,1150000,1150000,1310000,1310000,0,2028.02.12
SAME,주식회사 아이티에스,24814341,"데스크톱컴퓨터, 아이티에스, ITS-DT12-G5B21, Intel Core i5 12500(3.0GHz)",815000,815000,1150000,1150000,1310000,1310000,0,2028.02.12
SAME,스마트솔루션 유한회사,24814224,"데스크톱컴퓨터, 스마트솔루션, SDT5A-G0820, Intel Core i5 12500(3.0GHz)",819300,869300,1007400,1007400,1171900,1171900,0,2028.02.09
SAME,스마트솔루션 유한회사,24814228,"데스크톱컴퓨터, 스마트솔루션, SDS5A-G0820, Intel Core i5 12500(3.0GHz)",819300,869300,1007400,1007400,1171900,1171900,0,2028.02.09
SAME,주식회사 서버앤컴퓨터,24589672,"데스크톱컴퓨터, 서버앤컴퓨터, DODE-N7812, Intel Core i7 12700(2.1GHz)",825000,818800,1004200,1004200,1123000,1123000,0,2026.04.29
SAME,(주)컴트리,25797461,"데스크톱컴퓨터, 컴트리, CM4-E11-B0003, Intel Core i3 14100(3.5GHz)",825600,825000,1051600,,,,0,2029.09.30
